所属板块,代码,名称,总分,治理评级,治理标签,现价,涨跌幅%,主力净流入亿,主力净占比%,换手%,PE_TTM,PB,总市值亿,市值板块排名,fin_roe,fin_gross_margin,fin_revenue,fin_rev_yoy,fin_netprofit,fin_np_yoy,fin_ocfps,fin_debt_ratio,fin_div_yield,fin_div_plan,分红,评分明细
机械设备,002975,博杰股份,51.0,黄,质押5%低、近一年有回购、近半年小幅减持2.9%,104.86,0.15,0.206,1.86,7.61,73.45,8.83,218.24588977,30,7.19,49.3459165415,1121662766.29,66.8401805729,171014100.87,746.94,0.475722572134,29.1572224734,,不分配不转增,"{'分红年数': 5, '累计每10股派现': 20.24}","{'矛_盈利': 21, '盾_健康': 15, '股东回报': 6, '估值': 5, '资金共振': 3, '治理面调整': 1}"
机械设备,688112,鼎阳科技,48.9,绿,无质押,76.49,6.02,0.52,11.34,3.88,77.51,7.68,122.07565581,62,5.56,63.88720021,357746564.49,28.3075604381,91791391.89,19.4,0.309963049905,9.3080771807,,不分配不转增,,"{'矛_盈利': 23, '盾_健康': 13, '股东回报': 3, '估值': 2, '资金共振': 7.9, '治理面调整': 0}"
机械设备,920509,同惠电子,46.8,黄,无质押、近一年有回购、近半年小幅减持1.1%,21.52,7.01,0.119,10.44,6.21,47.85,9.73,34.49778578,98,8.39,57.8495217377,113737163.91,13.0757663503,32373052.73,10.45,0.154767558228,11.1759614241,,不分配不转增,,"{'矛_盈利': 22, '盾_健康': 13, '股东回报': 3, '估值': 3, '资金共振': 4.8, '治理面调整': 1}"
机械设备,688328,深科达,45.9,黄,无质押、近半年小幅减持1.2%,85.0,2.97,0.196,4.19,5.86,123.02,9.15,80.28785075,72,7.12,38.6921876664,435189073.52,21.0306489102,61447386.94,198.23,1.493431747032,43.9366150591,,不分配不转增,,"{'矛_盈利': 19, '盾_健康': 16, '股东回报': 3, '估值': 5, '资金共振': 4.9, '治理面调整': -2}"
机械设备,688531,日联科技,45.4,黄,无质押、近一年有回购、近半年小幅减持2.0%,146.97,4.09,0.365,6.51,3.36,109.99,7.1,243.37341215,29,3.72,44.984212611,715401975.65,55.3899509991,128022734.82,54.63,0.21430608677,21.9811541598,,不分配不转增,,"{'矛_盈利': 18, '盾_健康': 13, '股东回报': 3, '估值': 2, '资金共振': 8.4, '治理面调整': 1}"
机械设备,301338,凯格精机,45.1,黄,无质押、近半年小幅减持2.7%,103.14,2.67,0.205,3.44,5.38,59.78,8.96,153.637344,49,8.08,40.6085619817,732746371.01,61.5337736017,137432107.35,104.69,0.077358050752,41.0454904832,,不分配不转增,,"{'矛_盈利': 21, '盾_健康': 13, '股东回报': 3, '估值': 5, '资金共振': 5.1, '治理面调整': -2}"
机械设备,300990,同飞股份,42.8,绿,无质押,101.16,4.95,0.908,7.89,14.31,67.67,7.91,173.20270244,40,5.98,22.129179875,1608038508.84,27.2671840119,127956578.93,2.45,1.409387155941,25.6426644864,,不分配不转增,,"{'矛_盈利': 12, '盾_健康': 16, '股东回报': 3, '估值': 2, '资金共振': 9.8, '治理面调整': 0}"
机械设备,688312,燕麦科技,42.1,绿,无质押、近一年有回购,51.6,2.89,0.328,11.25,3.88,61.74,5.11,75.819863,75,1.0,46.0116008332,209021247.03,-8.4693547397,15287487.44,-47.17,0.93140046937,14.781551512,,不分配不转增,,"{'矛_盈利': 10, '盾_健康': 15, '股东回报': 3, '估值': 2, '资金共振': 9.1, '治理面调整': 3}"
机械设备,601369,陕鼓动力,33.4,红,无质押、近半年股东累计减持3.4%,9.02,7.38,0.686,18.66,2.45,23.34,1.73,155.30519371,47,3.67,22.2560870003,4987791352.26,2.440471072,331226284.83,-19.94,0.295351185134,55.9344967134,1.108647450111,10派1.00元(含税),,"{'矛_盈利': 6, '盾_健康': 8, '股东回报': 7, '估值': 10, '资金共振': 8.4, '治理面调整': -6}"
机械设备,603082,北自科技,22.0,绿,无质押,51.4,0.45,0.13,1.93,32.36,58.57,4.98,85.61857803,70,2.97,12.85776782,984030896.9,4.0533756259,50003658.96,-34.33,0.359730515282,66.7690734283,,不分配不转增,,"{'矛_盈利': 6, '盾_健康': 7, '股东回报': 3, '估值': 2, '资金共振': 4.0, '治理面调整': 0}"
电力设备,002452,长高电气,68.0,黄,无质押、近一年有回购、近半年小幅减持1.6%,12.11,1.09,0.074,4.51,2.63,9.17,2.41,75.12221549,70,19.3,40.4117280102,761737259.05,4.0405441943,581754919.7,451.36,0.004714178181,33.6940986855,,不分配不转增,"{'分红年数': 15, '累计每10股派现': 13.2}","{'矛_盈利': 28, '盾_健康': 15, '股东回报': 6, '估值': 15, '资金共振': 3, '治理面调整': 1}"
电力设备,920193,吉和昌,57.2,绿,无质押,30.58,3.94,0.154,15.44,13.04,37.3,4.39,34.04495864,95,10.56,33.721993232,316593323.46,24.6277101157,56977945.21,83.67,0.295740711196,22.2955449795,,不分配不转增,,"{'矛_盈利': 23, '盾_健康': 15, '股东回报': 3, '估值': 8, '资金共振': 8.2, '治理面调整': 0}"
电力设备,920289,华汇智能,53.0,绿,无质押,29.98,15.31,0.281,14.19,47.96,23.41,3.41,20.38642398,100,18.89,32.6516002193,357191342.16,1.732433635,57375468.22,13.17,0.359923104796,66.2211180111,,,"{'分红年数': 0, '累计每10股派现': 0.0}","{'矛_盈利': 30, '盾_健康': 10, '股东回报': 0, '估值': 9, '资金共振': 4, '治理面调整': 0}"
电力设备,688392,骄成超声,49.0,红,质押4%低、近一年有回购、近半年股东累计减持4.9%,176.2,3.87,0.663,8.51,3.83,125.53,10.91,203.92218032,42,5.57,63.9444361819,446222832.88,38.2379527382,102945003.84,77.38,0.290781646364,29.2105109639,0.11350737798,"10派2.00元(含税,扣税后1.80元)","{'分红年数': 4, '累计每10股派现': 21.5}","{'矛_盈利': 23, '盾_健康': 15, '股东回报': 8, '估值': 1, '资金共振': 5, '治理面调整': -3}"
电力设备,301456,盘古智能,49.0,黄,无质押、近半年小幅减持2.0%,24.94,0.97,0.107,8.89,7.11,39.69,1.69,37.93107766,93,2.02,36.385554442,367095332.8,28.6378193665,45583098.79,36.58,0.128739594248,11.4300493914,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 8.7}","{'矛_盈利': 16, '盾_健康': 15, '股东回报': 6, '估值': 9, '资金共振': 5, '治理面调整': -2}"
电力设备,001393,维通利,45.7,绿,无质押,43.9,5.48,0.208,8.85,11.3,36.72,2.96,109.45733363,58,6.2,19.7866708646,1675144988.1,18.8273713193,135827347.83,-2.23,0.092885643281,25.7541162774,0.911161731207,10派4.00元(含税),,"{'矛_盈利': 15, '盾_健康': 12, '股东回报': 5, '估值': 6, '资金共振': 7.7, '治理面调整': 0}"
电力设备,688785,恒运昌,36.0,绿,无质押,375.02,10.63,0.193,4.43,9.12,262.17,11.47,253.89487034,29,2.62,49.8910553206,278360652.04,-8.4509636385,52350514.07,-24.51,0.490345004544,5.3813566778,,不分配不转增,"{'分红年数': 1, '累计每10股派现': 8.0}","{'矛_盈利': 18, '盾_健康': 12, '股东回报': 4, '估值': 1, '资金共振': 1, '治理面调整': 0}"
电子,688825,长鑫科技,70.6,绿,无质押,55.54,3.87,7.009,4.85,5.83,46.08,19.6,37702.82862737,1,81.06,84.7418874692,150310076758.0,873.6417332025,77605227520.0,3427.7569143657,2.178926243106,42.1572589135,,不分配不转增,,"{'矛_盈利': 34, '盾_健康': 18, '股东回报': 3, '估值': 7, '资金共振': 8.6, '治理面调整': 0}"
电子,688826,频准激光,62.5,绿,无质押,850.51,8.76,1.422,9.51,23.46,192.34,14.81,340.204,65,16.77,67.8356953425,256244089.24,42.1322762566,88335704.53,24.58,2.082510484,35.9371745258,,不分配不转增,,"{'矛_盈利': 37, '盾_健康': 16, '股东回报': 3, '估值': 1, '资金共振': 5.5, '治理面调整': 0}"
电子,601138,工业富联,58.0,绿,无质押、近一年有回购,62.71,2.35,6.825,9.76,0.56,26.53,7.08,12444.2302713,2,13.36,7.1506831245,557860645000.0,54.634987688,23740458000.0,95.99,0.372476755298,65.6561844049,,不分配不转增,"{'分红年数': 8, '累计每10股派现': 38.29}","{'矛_盈利': 21, '盾_健康': 12, '股东回报': 6, '估值': 11, '资金共振': 5, '治理面调整': 3}"
电子,688797,臻宝科技,56.8,绿,无质押,297.0,4.0,1.452,9.68,17.56,186.08,15.76,461.21217912,57,8.46,46.7283564718,483528515.21,31.9778888209,107114333.87,25.74,0.88209423131,12.4885935569,,不分配不转增,,"{'矛_盈利': 29, '盾_健康': 16, '股东回报': 3, '估值': 1, '资金共振': 7.8, '治理面调整': 0}"
电子,688082,盛美上海,55.0,绿,无质押、近一年有回购,292.77,3.65,1.626,9.66,1.2,84.11,9.64,1420.7141875,20,7.06,46.858347291,3718097074.64,13.8672209019,988949356.41,42.14,0.182482318668,29.5539585733,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 22.72}","{'矛_盈利': 24, '盾_健康': 16, '股东回报': 6, '估值': 1, '资金共振': 5, '治理面调整': 3}"
电子,688809,强一股份,54.0,绿,无质押,532.8,0.62,0.876,10.43,6.04,143.98,16.58,690.2919504,41,5.35,63.2227160022,624146448.78,66.7048399187,222408112.17,61.3,1.647043752938,7.5251825058,,10转4股,"{'分红年数': 1, '累计每10股派现': 10.0}","{'矛_盈利': 27, '盾_健康': 16, '股东回报': 4, '估值': 1, '资金共振': 6, '治理面调整': 0}"
电子,002947,恒铭达,54.0,绿,质押3%低、近一年有回购,66.63,4.17,0.639,9.89,4.96,30.92,5.26,170.41884206,86,7.94,35.1928419715,1376587517.15,10.6180054055,253566625.72,8.21,1.853911777594,25.5123233753,,不分配不转增,"{'分红年数': 8, '累计每10股派现': 32.0}","{'矛_盈利': 20, '盾_健康': 16, '股东回报': 6, '估值': 4, '资金共振': 5, '治理面调整': 3}"
电子,300458,全志科技,53.0,红,无质押、近半年股东累计减持4.3%,31.27,4.48,1.486,10.7,5.51,52.56,8.92,310.71039903,68,14.78,43.1213120404,1888442625.74,41.233970607,490211272.38,204.17,0.226616493147,19.1458925937,,不分配不转增,"{'分红年数': 11, '累计每10股派现': 27.76}","{'矛_盈利': 27, '盾_健康': 15, '股东回报': 6, '估值': 5, '资金共振': 6, '治理面调整': -6}"
电子,300373,扬杰科技,50.0,黄,无质押、近一年有回购、近半年小幅减持2.9%,93.23,3.53,0.779,4.83,3.23,35.47,5.06,506.56314182,56,7.77,35.7189420547,4515097213.97,30.6882430118,770824213.24,28.18,0.918317094038,40.6095745532,,不分配不转增,"{'分红年数': 13, '累计每10股派现': 40.76}","{'矛_盈利': 19, '盾_健康': 15, '股东回报': 6, '估值': 6, '资金共振': 3, '治理面调整': 1}"
电子,002409,雅克科技,43.0,红,无质押、近半年股东累计减持3.2%,138.83,3.07,2.778,9.07,6.98,63.63,8.43,660.73039537,43,7.07,29.8713460085,4512986271.44,5.1243028951,560905882.4,7.29,0.535411686248,33.1572791267,0.252106893323,"10派3.50元(含税,扣税后3.15元)","{'分红年数': 16, '累计每10股派现': 37.84}","{'矛_盈利': 16, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 5, '治理面调整': -6}"
电子,688548,广钢气体,42.0,红,无质押、近半年股东累计减持4.3%,32.9,8.4,1.951,9.24,4.97,102.37,7.02,434.08211341,58,4.17,35.3843412175,1333148554.95,19.6247701711,255888242.76,117.73,0.273754706922,33.6132059096,0.237082066869,10派0.78元(含税),"{'分红年数': 3, '累计每10股派现': 2.61}","{'矛_盈利': 16, '盾_健康': 15, '股东回报': 8, '估值': 6, '资金共振': 3, '治理面调整': -6}"
电子,688820,盛合晶微,37.7,绿,无质押,142.87,7.11,1.445,4.95,11.84,284.65,13.79,2661.34535238,11,2.8,30.1400071353,3406831397.09,7.2006133293,449359445.31,3.33,0.791030584558,29.785928621,,不分配不转增,,"{'矛_盈利': 13, '盾_健康': 17, '股东回报': 3, '估值': 1, '资金共振': 3.7, '治理面调整': 0}"
电子,603501,豪威集团,36.3,红,质押21%、近一年有回购、近半年股东累计减持4.3%,81.27,3.37,1.771,13.1,1.39,31.58,3.15,1022.2125687,28,3.73,28.7771546834,14024560916.08,0.4925959227,1219762603.08,-39.85,0.323365797213,34.860098935,,不分配不转增,,"{'矛_盈利': 10, '盾_健康': 14, '股东回报': 3, '估值': 6, '资金共振': 9.3, '治理面调整': -6}"
电子,688249,晶合集成,33.2,绿,无质押、近一年有回购,36.75,4.97,0.646,7.25,1.21,133.01,3.53,821.28429968,32,1.09,21.6869182532,5956673576.99,14.5854665842,245372807.46,-26.12,1.393706225724,47.0484674134,,不分配不转增,,"{'矛_盈利': 4, '盾_健康': 14, '股东回报': 3, '估值': 4, '资金共振': 5.2, '治理面调整': 3}"
电子,688545,兴福电子,33.0,黄,无质押、近半年小幅减持1.0%,81.82,7.42,0.767,6.24,8.39,130.61,9.92,294.552,69,4.11,23.401144325,966426803.02,43.7110433435,123107015.82,17.91,0.0319669235,36.742077495,,不分配不转增,,"{'矛_盈利': 14, '盾_健康': 13, '股东回报': 3, '估值': 1, '资金共振': 4.0, '治理面调整': -2}"
电子,600460,士兰微,30.3,红,质押3%低、近半年股东累计减持4.5%,32.77,2.44,0.799,2.21,6.68,83.94,4.42,545.31634361,52,4.23,18.5611580065,7261927577.24,14.6179876256,515924653.48,94.84,0.175605726903,53.2816780504,,不分配不转增,,"{'矛_盈利': 9, '盾_健康': 14, '股东回报': 3, '估值': 6, '资金共振': 4.3, '治理面调整': -6}"
电子,688800,瑞可达,22.1,红,无质押、近一年有回购、近半年股东累计减持4.1%,69.32,1.05,0.63,9.91,3.18,79.02,8.35,199.90988365,80,4.38,21.9798144365,1547806784.46,1.5084149959,110890840.63,-29.36,1.516459903035,57.6754853881,,不分配不转增,,"{'矛_盈利': 6, '盾_健康': 10, '股东回报': 3, '估值': 1, '资金共振': 5.1, '治理面调整': -3}"
计算机,002415,海康威视,71.0,黄,质押3%低、近一年有回购、近半年小幅减持3.0%,32.94,1.51,1.859,12.59,0.5,18.37,3.81,3018.90868857,1,9.17,49.9672613158,46822537847.07,11.9673178084,7895705450.11,39.57,0.352586646409,32.3603045015,1.5633882888,"10派5.50元(含税,扣税后4.95元)","{'分红年数': 17, '累计每10股派现': 112.5}","{'矛_盈利': 24, '盾_健康': 17, '股东回报': 10, '估值': 13, '资金共振': 6, '治理面调整': 1}"
计算机,688692,达梦数据,52.0,绿,质押1%低,203.3,0.45,0.058,2.74,1.4,43.2,5.94,230.21692,28,5.79,95.3618273399,712809435.15,36.2713656369,221023536.56,7.99,0.039856506711,10.0780209338,0.344318740777,10派7.00元(含税),"{'分红年数': 3, '累计每10股派现': 32.0}","{'矛_盈利': 24, '盾_健康': 13, '股东回报': 8, '估值': 4, '资金共振': 3, '治理面调整': 0}"
计算机,301608,博实结,51.0,黄,无质押、近半年小幅减持3.0%,50.26,5.52,0.075,3.85,6.5,26.53,3.02,66.64229726,60,5.58,25.1052222975,910310015.03,13.0836259699,124239727.04,15.27,0.159398647838,25.746998636,0.750840707965,"10派3.3938元(含税,扣税后3.05442元)","{'分红年数': 3, '累计每10股派现': 22.62}","{'矛_盈利': 18, '盾_健康': 15, '股东回报': 8, '估值': 9, '资金共振': 3, '治理面调整': -2}"
计算机,688318,财富趋势,40.0,绿,无质押,80.52,4.33,0.514,10.87,1.66,96.08,7.54,288.71835775,21,2.37,67.7131632576,121336656.77,-8.7180907599,92120754.34,-13.93,0.064673492499,4.179530147,,不分配不转增,"{'分红年数': 7, '累计每10股派现': 52.9}","{'矛_盈利': 14, '盾_健康': 12, '股东回报': 6, '估值': 2, '资金共振': 6, '治理面调整': 0}"
通信,300394,天孚通信,64.0,红,无质押、近半年股东累计减持4.9%,284.66,2.52,7.683,5.89,4.19,133.71,54.45,3105.14270973,4,19.6,60.8695979509,2827938748.37,15.1492291388,1204285104.14,33.92,0.917545511964,17.5628856045,0.185880516004,"10派5.00元(含税,扣税后4.50元)","{'分红年数': 12, '累计每10股派现': 76.6}","{'矛_盈利': 37, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 5, '治理面调整': -6}"
通信,600941,中国移动,52.0,绿,质押1%低,96.63,-0.28,0.205,2.85,0.82,15.9,1.47,20959.95305506,1,5.6,29.5120205935,538035000000.0,-1.054491889,78934000000.0,-6.3,5.296790652716,32.7857501094,2.597536996792,10派25.10元(含税),"{'分红年数': 5, '累计每10股派现': 197.52}","{'矛_盈利': 13, '盾_健康': 17, '股东回报': 10, '估值': 10, '资金共振': 2, '治理面调整': 0}"
通信,688635,长进光子,45.9,绿,无质押,295.03,5.51,0.436,5.94,14.34,297.0,18.31,276.354601,22,4.01,64.8117752884,96757033.38,-3.6072363679,31456430.07,-7.62,0.036092305114,14.7548985068,,不分配不转增,,"{'矛_盈利': 20, '盾_健康': 12, '股东回报': 3, '估值': 1, '资金共振': 9.9, '治理面调整': 0}"
通信,600050,中国联通,42.0,黄,质押2%低、近一年有回购、近半年小幅减持1.1%,4.22,0.48,0.718,11.82,0.46,19.07,0.77,1319.3587488,8,2.41,23.8175790422,201363902351.0,0.5801484613,4138833223.0,-34.8,1.064436570573,43.598336484,,不分配不转增,"{'分红年数': 23, '累计每10股派现': 15.28}","{'矛_盈利': 4, '盾_健康': 15, '股东回报': 6, '估值': 10, '资金共振': 6, '治理面调整': 1}"
通信,688159,有方科技,30.0,黄,无质押、近半年小幅减持2.9%,36.53,1.9,0.092,5.34,5.1,88.35,3.43,33.90375602,76,7.98,23.2208258996,969707166.29,-42.041894889,74597426.4,17.36,1.181819845921,63.9784421874,,不分配不转增,"{'分红年数': 2, '累计每10股派现': 1.8}","{'矛_盈利': 9, '盾_健康': 10, '股东回报': 4, '估值': 4, '资金共振': 5, '治理面调整': -2}"
通信,920924,广脉科技,22.0,绿,无质押、近一年有回购,14.43,1.98,0.0,0.07,1.95,142.75,4.76,15.48288495,96,2.35,24.0087881866,169713606.84,-7.2105827821,7593687.75,-46.33,0.477792105707,61.9568512175,,不分配不转增,"{'分红年数': 0, '累计每10股派现': 0.0}","{'矛_盈利': 4, '盾_健康': 7, '股东回报': 3, '估值': 2, '资金共振': 3, '治理面调整': 3}"
通信网络设备及器件,300394,天孚通信,64.0,红,无质押、近半年股东累计减持4.9%,284.66,2.52,7.683,5.89,4.19,133.71,54.45,3105.14270973,3,19.6,60.8695979509,2827938748.37,15.1492291388,1204285104.14,33.92,0.917545511964,17.5628856045,0.185880516004,"10派5.00元(含税,扣税后4.50元)","{'分红年数': 12, '累计每10股派现': 76.6}","{'矛_盈利': 37, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 5, '治理面调整': -6}"
