所属板块,代码,名称,总分,治理评级,治理标签,现价,涨跌幅%,主力净流入亿,主力净占比%,换手%,PE_TTM,PB,总市值亿,市值板块排名,fin_roe,fin_gross_margin,fin_revenue,fin_rev_yoy,fin_netprofit,fin_np_yoy,fin_ocfps,fin_debt_ratio,fin_div_yield,fin_div_plan,分红,评分明细
医药生物,301093,华兰股份,34.7,绿,无质押、近一年有回购,72.85,13.42,0.949,13.16,5.14,643.83,7.11,155.26620523,40,0.35,39.0163562996,298040287.84,-3.472410136,7672587.23,-82.46,0.136316823247,15.2973386744,,不分配不转增,,"{'矛_盈利': 6, '盾_健康': 12, '股东回报': 3, '估值': 2, '资金共振': 8.7, '治理面调整': 3}"
医药生物,600518,康美药业,30.1,绿,质押3%低,1.38,2.22,0.273,13.32,1.08,647.76,2.61,190.83877432,36,0.49,21.3007076789,2290489817.26,-11.1316676928,36034782.6,113.21,0.002607065793,43.6605933173,,不分配不转增,,"{'矛_盈利': 4, '盾_健康': 11, '股东回报': 3, '估值': 4, '资金共振': 8.1, '治理面调整': 0}"
印制电路板,688183,生益电子,64.0,绿,无质押、近一年有回购,120.86,-0.28,1.429,6.69,2.1,50.64,11.51,1039.71152558,9,17.95,34.3088361251,5783539107.99,53.4617074251,1110707603.86,109.36,1.095336333284,53.7607146947,,不分配不转增,"{'分红年数': 5, '累计每10股派现': 18.0}","{'矛_盈利': 29, '盾_健康': 17, '股东回报': 6, '估值': 5, '资金共振': 4, '治理面调整': 3}"
印制电路板,603459,红板科技,57.4,绿,无质押,91.6,2.58,0.192,1.62,16.66,82.29,15.38,690.43828661,13,17.21,24.4454113271,2094098028.42,22.4605744523,539036712.5,124.74,0.263424249836,42.79500262,,不分配不转增,,"{'矛_盈利': 29, '盾_健康': 14, '股东回报': 3, '估值': 5, '资金共振': 6.4, '治理面调整': 0}"
印制电路板,002916,深南电路,56.0,绿,无质押,395.02,2.74,2.827,9.15,1.17,64.57,14.92,2690.74428357,3,12.43,31.0149106719,15296361440.43,46.3282888807,2251458836.99,65.55,2.204829037689,55.6651163417,,不分配不转增,"{'分红年数': 9, '累计每10股派现': 101.1}","{'矛_盈利': 25, '盾_健康': 15, '股东回报': 6, '估值': 5, '资金共振': 5, '治理面调整': 0}"
印制电路板,301132,满坤科技,30.0,绿,无质押、近一年有回购,63.26,4.93,0.711,6.66,18.26,93.48,5.2,93.67936112,37,2.4,16.6634758916,942383615.71,24.0320563261,43981196.45,-30.46,0.318259192317,41.7329483897,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 15.75}","{'矛_盈利': 4, '盾_健康': 10, '股东回报': 6, '估值': 2, '资金共振': 5, '治理面调整': 3}"
印制电路板,603228,景旺电子,27.0,红,质押3%低、近半年股东累计减持4.2%,110.16,5.47,2.08,5.15,3.74,93.24,7.98,1103.02460785,7,4.55,20.2229981612,8611479209.56,21.3707234237,601616904.24,-7.38,0.612938025072,51.1605772124,,不分配不转增,"{'分红年数': 10, '累计每10股派现': 51.0}","{'矛_盈利': 6, '盾_健康': 14, '股东回报': 6, '估值': 2, '资金共振': 5, '治理面调整': -6}"
印制电路板,603920,世运电路,23.0,红,无质押、近一年有回购、近半年股东累计减持4.1%,46.44,6.51,0.872,4.31,6.17,87.17,5.29,334.64307201,19,1.29,13.5581053749,3013137888.7,16.8440432291,84082955.99,-78.11,0.366026287913,32.7445825389,,不分配不转增,"{'分红年数': 9, '累计每10股派现': 49.0}","{'矛_盈利': 4, '盾_健康': 13, '股东回报': 6, '估值': 2, '资金共振': 1, '治理面调整': -3}"
基础化工,600989,宝丰能源,86.0,绿,质押12%低、近一年有回购,23.7,0.47,0.115,1.15,0.58,11.31,3.33,1738.00632,1,18.61,43.5632332124,30197583541.33,32.3321115262,9727818696.5,70.14,1.631494771203,41.8361377076,1.699029126214,"10派4.20元(含税,扣税后3.78元)","{'分红年数': 8, '累计每10股派现': 32.1}","{'矛_盈利': 37, '盾_健康': 18, '股东回报': 10, '估值': 15, '资金共振': 3, '治理面调整': 3}"
基础化工,002648,卫星化学,80.0,绿,无质押、近一年有回购,27.23,2.33,0.225,2.64,0.94,10.43,2.41,917.28222139,2,17.28,28.0936494598,30713154590.56,30.9167563939,6226634598.0,126.94,2.858500646071,51.0336209312,,不分配不转增,"{'分红年数': 12, '累计每10股派现': 44.43}","{'矛_盈利': 35, '盾_健康': 18, '股东回报': 6, '估值': 15, '资金共振': 3, '治理面调整': 3}"
基础化工,002440,闰土股份,65.0,黄,无质押、近一年有回购、近半年多笔零星减持,12.44,2.64,0.078,1.56,4.25,12.2,1.35,139.82558818,32,6.17,28.0640422737,3584885780.24,32.4861531196,626780992.33,318.68,0.560058540717,14.2087502088,,不分配不转增,"{'分红年数': 16, '累计每10股派现': 57.0}","{'矛_盈利': 19, '盾_健康': 19, '股东回报': 6, '估值': 16, '资金共振': 3, '治理面调整': 2}"
基础化工,300487,蓝晓科技,58.0,绿,质押4%低、近一年有回购,70.8,2.94,0.428,9.0,2.17,41.29,7.88,360.47170481,8,9.09,53.2784589284,1378036255.21,10.4700247046,420519056.45,-5.4,0.870090919568,31.6465326032,0.166666666667,10派1.18元(含税),"{'分红年数': 11, '累计每10股派现': 37.81}","{'矛_盈利': 23, '盾_健康': 15, '股东回报': 8, '估值': 4, '资金共振': 5, '治理面调整': 3}"
基础化工,002895,川恒股份,58.0,黄,质押23%、近一年有回购、近半年小幅减持2.7%,30.84,0.16,0.095,8.91,0.58,14.55,2.59,186.84980932,22,7.14,28.5288189914,4058128441.28,20.7627425244,560109836.24,4.5,0.271051292622,38.1185391562,0.87489063867,"10派3.00元(含税,扣税后2.70元)","{'分红年数': 8, '累计每10股派现': 59.5}","{'矛_盈利': 22, '盾_健康': 14, '股东回报': 8, '估值': 11, '资金共振': 5, '治理面调整': -2}"
基础化工,301683,慧谷新材,53.0,绿,无质押,100.68,2.1,0.051,6.72,5.29,30.2,2.69,63.54559152,62,6.16,43.0585207644,576462404.87,16.2206082615,110678548.62,3.37,1.153664472625,12.1332542063,,不分配不转增,"{'分红年数': 1, '累计每10股派现': 11.0}","{'矛_盈利': 22, '盾_健康': 16, '股东回报': 4, '估值': 6, '资金共振': 5, '治理面调整': 0}"
基础化工,000920,沃顿科技,50.0,黄,无质押、近半年小幅减持1.6%,12.94,-1.67,0.097,1.91,8.26,26.73,3.07,61.15717267,65,6.4,41.2030917282,886306080.28,0.6837963563,132662234.18,6.62,0.09241321796,23.8664565648,0.502318392581,"10派0.65元(含税,扣税后0.585元)","{'分红年数': 16, '累计每10股派现': 26.93}","{'矛_盈利': 18, '盾_健康': 15, '股东回报': 8, '估值': 9, '资金共振': 2, '治理面调整': -2}"
基础化工,301373,凌玮科技,49.0,绿,无质押,123.58,4.34,1.658,11.98,16.28,95.82,8.0,134.04981006,34,4.02,45.6773709473,292687704.19,27.7913680019,67852261.34,4.07,0.645623723249,12.0750218891,0.161838485192,"10派2.00元(含税,扣税后1.80元)","{'分红年数': 4, '累计每10股派现': 21.0}","{'矛_盈利': 17, '盾_健康': 16, '股东回报': 8, '估值': 2, '资金共振': 6, '治理面调整': 0}"
基础化工,301286,侨源股份,48.0,绿,无质押、近一年有回购,48.38,3.35,0.074,7.29,1.32,76.5,10.04,193.56838,21,6.79,35.9352444905,593896899.76,12.2014381189,138039451.74,17.56,0.37238289925,14.128538111,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 6.86}","{'矛_盈利': 18, '盾_健康': 15, '股东回报': 6, '估值': 1, '资金共振': 5, '治理面调整': 3}"
基础化工,600063,皖维高新,47.0,绿,质押11%低,5.66,2.72,0.336,10.9,2.62,23.83,1.37,117.11142501,37,3.69,17.877434267,4235890298.85,4.3158343545,313306317.59,22.43,0.240662052516,41.1860663595,,不分配不转增,"{'分红年数': 21, '累计每10股派现': 19.1}","{'矛_盈利': 9, '盾_健康': 14, '股东回报': 6, '估值': 12, '资金共振': 6, '治理面调整': 0}"
基础化工,603407,长裕集团,46.0,绿,无质押,61.54,5.05,0.539,11.23,22.17,91.53,11.71,251.00641716,15,8.26,29.9035020726,862490006.4,-3.770680423,137629564.19,22.12,0.104043831605,18.8208369899,,不分配不转增,,"{'矛_盈利': 19, '盾_健康': 12, '股东回报': 3, '估值': 1, '资金共振': 11.0, '治理面调整': 0}"
基础化工,920083,金戈新材,43.1,绿,无质押,42.56,10.95,0.28,9.5,18.57,59.22,5.81,37.99308813,89,6.68,23.1052965308,273326478.35,11.0142075042,30485509.25,28.03,0.168300640822,13.7737962361,,不分配不转增,,"{'矛_盈利': 16, '盾_健康': 15, '股东回报': 3, '估值': 2, '资金共振': 7.1, '治理面调整': 0}"
基础化工,301687,新广益,43.0,绿,无质押,54.11,3.76,0.17,7.09,14.4,64.26,5.22,79.4681104,53,3.87,33.6459877646,319725244.01,2.020824743,59577446.99,0.63,0.305602146612,7.4622737835,,不分配不转增,"{'分红年数': 1, '累计每10股派现': 3.0}","{'矛_盈利': 19, '盾_健康': 13, '股东回报': 4, '估值': 2, '资金共振': 5, '治理面调整': 0}"
基础化工,301196,唯科科技,37.8,绿,无质押、近一年有回购,93.1,1.0,0.226,4.21,5.35,61.75,4.6,152.88269588,27,4.16,29.066609102,1399979026.01,28.802749818,139257790.65,-6.3,1.324063719347,29.0426406155,,不分配不转增,,"{'矛_盈利': 8, '盾_健康': 15, '股东回报': 3, '估值': 2, '资金共振': 6.8, '治理面调整': 3}"
基础化工,300180,华峰超纤,32.5,绿,无质押,4.66,5.19,0.19,7.21,3.36,329.64,1.74,82.06540322,48,0.72,15.5628937948,1837493472.49,-6.8172245696,33810459.77,-55.33,0.165321620124,21.3046185653,,不分配不转增,,"{'矛_盈利': 4, '盾_健康': 12, '股东回报': 3, '估值': 5, '资金共振': 8.5, '治理面调整': 0}"
基础化工,002632,道明光学,30.8,红,质押21%、近半年股东累计减持2.3%,10.03,5.14,0.235,5.99,6.88,32.05,2.89,62.64728873,63,3.97,32.9970266163,636787656.79,-13.1967901101,87847432.43,-22.97,0.173995333983,28.5213385193,,不分配不转增,,"{'矛_盈利': 10, '盾_健康': 12, '股东回报': 3, '估值': 6, '资金共振': 8.8, '治理面调整': -9}"
通信,003031,中瓷电子,48.0,黄,质押0%低、近半年小幅减持1.7%,136.95,1.07,0.38,2.28,2.7,90.81,9.7,617.7168904,9,6.02,32.0661051733,2210800974.23,54.762730201,402734141.25,41.22,0.960025399795,25.4896600591,0.135085797736,10派1.85元(含税),"{'分红年数': 5, '累计每10股派现': 16.6}","{'矛_盈利': 21, '盾_健康': 17, '股东回报': 8, '估值': 1, '资金共振': 3, '治理面调整': -2}"
通信,601728,中国电信,47.0,绿,质押1%低,6.16,-0.48,0.23,5.2,0.09,18.94,1.23,5636.83974386,3,4.2,29.7628442917,259010338291.03,-3.8643498262,19587741668.36,-14.9,0.659786295142,45.8129221972,2.557324840764,"10派1.606元(含税,扣税后1.4454元)","{'分红年数': 5, '累计每10股派现': 12.92}","{'矛_盈利': 8, '盾_健康': 15, '股东回报': 10, '估值': 10, '资金共振': 4, '治理面调整': 0}"
通信,688143,长盈通,29.0,红,质押3%低、近一年有回购、近半年股东累计减持4.6%,205.07,4.88,1.214,4.71,10.61,2685.71,19.34,264.09079066,15,1.11,43.9627069419,216336879.2,12.6141403853,15014069.04,-48.42,0.079721743851,31.4327037938,,不分配不转增,"{'分红年数': 3, '累计每10股派现': 6.0}","{'矛_盈利': 10, '盾_健康': 12, '股东回报': 6, '估值': 1, '资金共振': 3, '治理面调整': -3}"
通信,920924,广脉科技,25.0,绿,无质押、近一年有回购,14.88,3.12,0.029,10.52,2.86,147.2,4.91,15.9657192,95,2.35,24.0087881866,169713606.84,-7.2105827821,7593687.75,-46.33,0.477792105707,61.9568512175,,不分配不转增,"{'分红年数': 0, '累计每10股派现': 0.0}","{'矛_盈利': 4, '盾_健康': 7, '股东回报': 3, '估值': 2, '资金共振': 6, '治理面调整': 3}"
通信,301380,挖金客,21.0,黄,质押8%低、近半年小幅减持3.0%,34.27,2.42,0.01,0.95,3.78,88.33,4.63,34.74718679,74,3.6,14.1063254206,576308269.49,8.1538619737,27182257.47,-11.94,0.365281678959,43.1106503538,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 15.1}","{'矛_盈利': 2, '盾_健康': 10, '股东回报': 6, '估值': 2, '资金共振': 3, '治理面调整': -2}"
通信线缆及配套,688143,长盈通,29.0,红,质押3%低、近一年有回购、近半年股东累计减持4.6%,205.07,4.88,1.214,4.71,10.61,2685.71,19.34,264.09079066,7,1.11,43.9627069419,216336879.2,12.6141403853,15014069.04,-48.42,0.079721743851,31.4327037938,,不分配不转增,"{'分红年数': 3, '累计每10股派现': 6.0}","{'矛_盈利': 10, '盾_健康': 12, '股东回报': 6, '估值': 1, '资金共振': 3, '治理面调整': -3}"
非银金融,601336,新华保险,74.0,绿,无质押,58.54,0.62,0.225,3.75,0.49,4.12,1.48,1826.18257964,9,18.87,,83258000000.0,18.8703759227,22793000000.0,54.0,18.009615384615,93.6869183388,1.247010591049,10派7.30元(含税),"{'分红年数': 14, '累计每10股派现': 142.51}","{'矛_盈利': 27, '盾_健康': 18, '股东回报': 10, '估值': 16, '资金共振': 3, '治理面调整': 0}"
非银金融,601318,中国平安,66.0,绿,质押1%低、近一年有回购,53.98,1.14,3.497,11.06,0.55,6.14,0.97,9774.5051489,2,9.0,,575138000000.0,15.010118462,92585000000.0,36.1,20.324552683897,89.8322867132,1.74191254888,"10派9.80元(含税,扣税后8.82元)","{'分红年数': 20, '累计每10股派现': 267.8}","{'矛_盈利': 13, '盾_健康': 18, '股东回报': 10, '估值': 16, '资金共振': 6, '治理面调整': 3}"
