所属板块,代码,名称,总分,治理评级,治理标签,现价,涨跌幅%,主力净流入亿,主力净占比%,换手%,PE_TTM,PB,总市值亿,市值板块排名,fin_roe,fin_gross_margin,fin_revenue,fin_rev_yoy,fin_netprofit,fin_np_yoy,fin_ocfps,fin_debt_ratio,fin_div_yield,fin_div_plan,分红,评分明细
电子,301536,星宸科技,73.0,黄,质押6%低、近一年有回购、近半年小幅减持2.3%,114.36,4.65,1.53,12.59,5.77,45.87,12.43,482.27353932,53,25.35,55.3621598071,2657812730.55,89.4320468794,862919114.88,619.5,0.878385572779,44.0907966348,0.524658971668,10派6.00元(含税),"{'分红年数': 3, '累计每10股派现': 6.0}","{'矛_盈利': 34, '盾_健康': 17, '股东回报': 8, '估值': 7, '资金共振': 6, '治理面调整': 1}"
电子,688826,频准激光,62.0,绿,无质押,807.5,2.83,0.724,8.99,13.09,182.62,14.06,323.0,64,16.77,67.8356953425,256244089.24,42.1322762566,88335704.53,24.58,2.082510484,35.9371745258,,不分配不转增,,"{'矛_盈利': 37, '盾_健康': 16, '股东回报': 3, '估值': 1, '资金共振': 5.0, '治理面调整': 0}"
电子,300408,三环集团,59.0,绿,无质押、近一年有回购,129.88,2.91,3.138,5.16,2.52,78.27,11.45,2593.33808001,12,8.61,44.3196613034,6423331756.2,54.824030357,1932118240.71,56.18,0.676922188645,20.3582833407,,不分配不转增,"{'分红年数': 12, '累计每10股派现': 36.3}","{'矛_盈利': 23, '盾_健康': 19, '股东回报': 6, '估值': 3, '资金共振': 5, '治理面调整': 3}"
电子,601138,工业富联,58.0,绿,无质押、近一年有回购,62.33,2.52,3.362,7.8,0.35,26.37,7.04,12368.82272062,1,13.36,7.1506831245,557860645000.0,54.634987688,23740458000.0,95.99,0.372476755298,65.6561844049,,不分配不转增,"{'分红年数': 8, '累计每10股派现': 38.29}","{'矛_盈利': 21, '盾_健康': 12, '股东回报': 6, '估值': 11, '资金共振': 5, '治理面调整': 3}"
电子,688797,臻宝科技,57.2,绿,无质押,292.04,6.58,2.192,11.32,23.01,182.97,15.5,453.50978044,54,8.46,46.7283564718,483528515.21,31.9778888209,107114333.87,25.74,0.88209423131,12.4885935569,,不分配不转增,,"{'矛_盈利': 29, '盾_健康': 16, '股东回报': 3, '估值': 1, '资金共振': 8.2, '治理面调整': 0}"
电子,688082,盛美上海,56.0,绿,无质押、近一年有回购,286.18,3.25,1.522,10.68,1.04,82.22,9.43,1388.73513741,22,7.06,46.858347291,3718097074.64,13.8672209019,988949356.41,42.14,0.182482318668,29.5539585733,,不分配不转增,"{'分红年数': 4, '累计每10股派现': 22.72}","{'矛_盈利': 24, '盾_健康': 16, '股东回报': 6, '估值': 1, '资金共振': 6, '治理面调整': 3}"
电子,300373,扬杰科技,53.0,黄,无质押、近一年有回购、近半年小幅减持2.9%,89.18,3.95,1.296,11.62,2.33,33.93,4.84,484.55755645,52,7.77,35.7189420547,4515097213.97,30.6882430118,770824213.24,28.18,0.918317094038,40.6095745532,,不分配不转增,"{'分红年数': 13, '累计每10股派现': 40.76}","{'矛_盈利': 19, '盾_健康': 15, '股东回报': 6, '估值': 6, '资金共振': 6, '治理面调整': 1}"
电子,300054,鼎龙股份,50.0,红,质押2%低、近一年有回购、近半年股东累计减持3.1%,70.39,3.48,2.257,11.3,3.85,71.59,11.95,671.96120832,40,9.76,58.8310699029,1924595428.4,11.1505800274,529436710.39,70.21,0.595137394715,38.8185326142,,不分配不转增,"{'分红年数': 16, '累计每10股派现': 21.8}","{'矛_盈利': 20, '盾_健康': 18, '股东回报': 6, '估值': 3, '资金共振': 6, '治理面调整': -3}"
电子,688548,广钢气体,44.0,红,无质押、近半年股东累计减持4.3%,29.27,3.06,0.84,9.73,2.24,91.08,6.25,386.1879471,57,4.17,35.3843412175,1333148554.95,19.6247701711,255888242.76,117.73,0.273754706922,33.6132059096,0.266484455073,10派0.78元(含税),"{'分红年数': 3, '累计每10股派现': 2.61}","{'矛_盈利': 16, '盾_健康': 15, '股东回报': 8, '估值': 6, '资金共振': 5, '治理面调整': -6}"
电子,688820,盛合晶微,43.4,绿,无质押,134.11,4.91,1.803,11.04,7.18,267.19,12.95,2498.16634149,13,2.8,30.1400071353,3406831397.09,7.2006133293,449359445.31,3.33,0.791030584558,29.785928621,,不分配不转增,,"{'矛_盈利': 13, '盾_健康': 17, '股东回报': 3, '估值': 1, '资金共振': 9.4, '治理面调整': 0}"
电子,002409,雅克科技,43.0,红,无质押、近半年股东累计减持3.2%,137.11,2.96,2.129,7.61,6.47,62.84,8.33,652.54443931,41,7.07,29.8713460085,4512986271.44,5.1243028951,560905882.4,7.29,0.535411686248,33.1572791267,0.255269491649,"10派3.50元(含税,扣税后3.15元)","{'分红年数': 16, '累计每10股派现': 37.84}","{'矛_盈利': 16, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 5, '治理面调整': -6}"
电子,002552,宝鼎科技,38.0,红,质押1%低、近半年股东累计减持4.3%,55.83,3.01,1.112,5.1,10.75,90.93,13.22,216.6122103,77,8.68,20.8248970879,2157233421.49,54.6913718828,135971566.97,518.63,0.179357842294,60.4377159927,,不分配不转增,"{'分红年数': 8, '累计每10股派现': 9.2}","{'矛_盈利': 17, '盾_健康': 11, '股东回报': 6, '估值': 5, '资金共振': 5, '治理面调整': -6}"
电子,600460,士兰微,34.6,红,质押3%低、近半年股东累计减持4.5%,31.34,4.33,1.902,6.84,5.4,80.27,4.22,521.52011622,48,4.23,18.5611580065,7261927577.24,14.6179876256,515924653.48,94.84,0.175605726903,53.2816780504,,不分配不转增,,"{'矛_盈利': 9, '盾_健康': 14, '股东回报': 3, '估值': 6, '资金共振': 8.6, '治理面调整': -6}"
电子,688800,瑞可达,23.2,红,无质押、近一年有回购、近半年股东累计减持4.1%,69.59,5.87,0.738,10.09,3.71,79.33,8.38,200.68852861,79,4.38,21.9798144365,1547806784.46,1.5084149959,110890840.63,-29.36,1.516459903035,57.6754853881,,不分配不转增,,"{'矛_盈利': 6, '盾_健康': 10, '股东回报': 3, '估值': 1, '资金共振': 6.2, '治理面调整': -3}"
通信,601869,长飞光纤,66.0,绿,无质押、近一年有回购,461.0,-0.22,1.152,1.9,3.19,110.87,23.68,3816.64254788,4,19.22,53.3612070059,9808962180.0,53.637732146,2924540887.0,888.88,2.205710646491,47.9486588194,0.229934924078,10派10.60元(含税),"{'分红年数': 9, '累计每10股派现': 31.04}","{'矛_盈利': 31, '盾_健康': 17, '股东回报': 8, '估值': 5, '资金共振': 2, '治理面调整': 3}"
通信,300394,天孚通信,62.0,红,无质押、近半年股东累计减持4.9%,268.99,4.51,4.468,3.89,3.95,126.35,51.45,2934.21041766,5,19.6,60.8695979509,2827938748.37,15.1492291388,1204285104.14,33.92,0.917545511964,17.5628856045,0.185880516004,"10派5.00元(含税,扣税后4.50元)","{'分红年数': 12, '累计每10股派现': 76.6}","{'矛_盈利': 37, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 3, '治理面调整': -6}"
通信,688143,长盈通,29.0,红,质押3%低、近一年有回购、近半年股东累计减持4.6%,191.3,0.68,0.665,3.11,9.07,2505.37,18.04,246.35767423,27,1.11,43.9627069419,216336879.2,12.6141403853,15014069.04,-48.42,0.079721743851,31.4327037938,,不分配不转增,"{'分红年数': 3, '累计每10股派现': 6.0}","{'矛_盈利': 10, '盾_健康': 12, '股东回报': 6, '估值': 1, '资金共振': 3, '治理面调整': -3}"
通信,688159,有方科技,28.0,黄,无质押、近半年小幅减持2.9%,36.31,7.55,0.166,6.55,7.73,87.82,3.41,33.69957243,77,7.98,23.2208258996,969707166.29,-42.041894889,74597426.4,17.36,1.181819845921,63.9784421874,,不分配不转增,"{'分红年数': 2, '累计每10股派现': 1.8}","{'矛_盈利': 9, '盾_健康': 10, '股东回报': 4, '估值': 4, '资金共振': 3, '治理面调整': -2}"
通信,600498,烽火通信,27.0,黄,无质押、近一年有回购、近半年小幅减持1.2%,42.28,4.99,1.52,2.78,10.27,167.87,3.26,574.23321139,18,1.09,21.399646933,12376358422.88,11.3300147367,192799692.78,-32.72,0.374864216474,61.275714998,,不分配不转增,"{'分红年数': 25, '累计每10股派现': 46.74}","{'矛_盈利': 4, '盾_健康': 9, '股东回报': 6, '估值': 4, '资金共振': 3, '治理面调整': 1}"
通信,300050,世纪鼎利,22.0,红,无质押、近半年股东累计减持3.0%,7.37,3.37,0.08,3.83,5.28,312.79,9.68,40.15520312,66,1.45,29.692500774,135958135.38,6.0824374174,5992492.39,-30.75,0.00639486227,29.2663762088,,不分配不转增,"{'分红年数': 8, '累计每10股派现': 16.35}","{'矛_盈利': 6, '盾_健康': 12, '股东回报': 6, '估值': 1, '资金共振': 3, '治理面调整': -6}"
通信,920924,广脉科技,21.0,绿,无质押、近一年有回购,14.4,-0.14,0.002,0.78,3.26,142.46,4.75,15.450696,96,2.35,24.0087881866,169713606.84,-7.2105827821,7593687.75,-46.33,0.477792105707,61.9568512175,,不分配不转增,"{'分红年数': 0, '累计每10股派现': 0.0}","{'矛_盈利': 4, '盾_健康': 7, '股东回报': 3, '估值': 2, '资金共振': 2, '治理面调整': 3}"
通信线缆及配套,601869,长飞光纤,66.0,绿,无质押、近一年有回购,461.0,-0.22,1.152,1.9,3.19,110.87,23.68,3816.64254788,1,19.22,53.3612070059,9808962180.0,53.637732146,2924540887.0,888.88,2.205710646491,47.9486588194,0.229934924078,10派10.60元(含税),"{'分红年数': 9, '累计每10股派现': 31.04}","{'矛_盈利': 31, '盾_健康': 17, '股东回报': 8, '估值': 5, '资金共振': 2, '治理面调整': 3}"
通信线缆及配套,688143,长盈通,29.0,红,质押3%低、近一年有回购、近半年股东累计减持4.6%,191.3,0.68,0.665,3.11,9.07,2505.37,18.04,246.35767423,7,1.11,43.9627069419,216336879.2,12.6141403853,15014069.04,-48.42,0.079721743851,31.4327037938,,不分配不转增,"{'分红年数': 3, '累计每10股派现': 6.0}","{'矛_盈利': 10, '盾_健康': 12, '股东回报': 6, '估值': 1, '资金共振': 3, '治理面调整': -3}"
通信网络设备及器件,300394,天孚通信,62.0,红,无质押、近半年股东累计减持4.9%,268.99,4.51,4.468,3.89,3.95,126.35,51.45,2934.21041766,3,19.6,60.8695979509,2827938748.37,15.1492291388,1204285104.14,33.92,0.917545511964,17.5628856045,0.185880516004,"10派5.00元(含税,扣税后4.50元)","{'分红年数': 12, '累计每10股派现': 76.6}","{'矛_盈利': 37, '盾_健康': 19, '股东回报': 8, '估值': 1, '资金共振': 3, '治理面调整': -6}"
通信网络设备及器件,600498,烽火通信,27.0,黄,无质押、近一年有回购、近半年小幅减持1.2%,42.28,4.99,1.52,2.78,10.27,167.87,3.26,574.23321139,10,1.09,21.399646933,12376358422.88,11.3300147367,192799692.78,-32.72,0.374864216474,61.275714998,,不分配不转增,"{'分红年数': 25, '累计每10股派现': 46.74}","{'矛_盈利': 4, '盾_健康': 9, '股东回报': 6, '估值': 4, '资金共振': 3, '治理面调整': 1}"
